CensusBlock     ReturnPeriodId TotalLoss
220710076061045 100            217
220710076061045 50             217
220710076061045 500            220
220710076061047 10             17
220710076061047 25             17
220710076061047 100            18
220710076061047 50             18
220710076061047 500            18
220710076061048 10             208
220710076061048 25             208
220710076061048 50             212
220710076061048 100            213
220710076061048 500            216
220710076062000 10             510
220710076062000 25             510
220710076062000 50             519
220710076062000 100            521
220710076062000 500            525
220710076062001 10             208
220710076062001 25             208
220710076062001 50             211
220710076062001 100            213
220710076062001 500            216
220710076062004 10             244
220710076062004 25             244
220710076062004 50             261
220710076062004 100            265
220710076062004 500            272
220710076062010 10             172
220710076062010 25             172
220710076062010 50             174
220710076062010 100            176
220710076062010 500            178
220710076062016 10             277
220710076062016 25             277
220710076062016 50             283
220710076062016 100            284
220710076062016 500            288
220710076062017 10             237
220710076062017 25             237
220710076062017 50             240
220710076062017 100            242
220710076062017 500            244
220710076062018 10             332
220710076062018 25             332
220710076062018 50             342
220710076062018 100            344
220710076062018 500            350
220710076062019 10             216
220710076062019 25             216
220710076062019 50             218
220710076062019 100            219
220710076062019 500            221
220710076062022 10             495
220710076062022 25             495
220710076062022 50             508
220710076062022 100            512
220710076062022 500            518
220710076062029 10             197
220710076062029 25             197
220710076062029 50             199
220710076062029 100            200
220710076062029 500            202
220710076062030 10             266
220710076062030 25             266
220710076062030 50             269
220710076062030 100            275
220710076062030 500            280
220710076062031 10             209
220710076062031 25             209
220710076062031 50             212
220710076062031 100            213
220710076062031 500            214
220710076062032 10             166
220710076062032 25             166
220710076062032 50             167
220710076062032 100            169
220710076062032 500            171
220710076062033 10             248
220710076062033 25             248
220710076062033 100            255
220710076062033 50             255
220710076062033 500            257
220710076063000 10             255
220710076063000 25             255
220710076063000 100            259
220710076063000 50             260
220710076063000 500            263
220710076063001 10             88
220710076063001 25             88
220710076063001 100            92
220710076063001 50             92
220710076063001 500            92
220710076063004 10             1084
220710076063004 25             1084
220710076063004 50             1112
220710076063004 100            1118
220710076063004 500            1137
220710076063006 10             456
220710076063006 25             456
220710076063006 50             463
220710076063006 100            467
220710076063006 500            472
220710076063010 50             425
220710076063010 10             430
220710076063010 25             430
220710076063010 100            441
220710076063010 500            448
220710076063012 10             1017
220710076063012 25             1017
220710076063012 50             1061
220710076063012 100            1086
220710076063012 500            1119
220710076063013 10             259
220710076063013 25             259
220710076063013 50             264
220710076063013 100            266
220710076063013 500            269
220710076063015 10             332
220710076063015 25             332
220710076063015 50             340
220710076063015 100            345
220710076063015 500            352
220710076063019 10             223
220710076063019 25             223
220710076063019 50             247
220710076063019 100            252
220710076063019 500            271
220710076063020 10             328
220710076063020 25             328
220710076063020 50             331
220710076063020 100            332
220710076063020 500            336
220710076063022 10             513
220710076063022 25             513
220710076063022 50             518
220710076063022 100            520
220710076063022 500            525
220710076063026 10             411
220710076063026 25             411
220710076063026 50             416
220710076063026 100            418
220710076063026 500            423
220710076063028 10             433
220710076063028 25             433
220710076063028 50             437
220710076063028 100            442
220710076063028 500            445
220710076063029 10             649
220710076063029 25             649
220710076063029 50             667
220710076063029 100            674
220710076063029 500            690
220710076063031 10             463
220710076063031 25             463
220710076063031 50             471
220710076063031 100            475
220710076063031 500            480
220710076063035 10             970
220710076063035 25             970
220710076063035 50             985
220710076063035 100            990
220710076063035 500            999
220710076063037 10             250
220710076063037 25             250
220710076063037 50             264
220710076063037 100            268
220710076063037 500            273
220710077001000 50             1327
220710077001000 100            5062
220710077001001 50             380
220710077001001 100            472
220710077001003 50             89
220710077001003 100            118
220710077001004 50             1404
220710077001004 100            1856
220710077001005 50             1052
220710077001005 100            1195
220710077001007 10             172
220710077001007 25             172
220710077001007 50             354
220710077001007 100            400
220710077001008 10             390
220710077001008 25             390
220710077001008 50             933
220710077001008 100            1118
220710077001016 50             48
220710077001016 100            71
220710077001019 50             2591
220710077001019 100            3204
220710077001021 50             399
220710077001021 100            537
220710077001022 10             441
220710077001022 25             441
220710077001022 50             947
220710077001022 100            1151
220710077001024 50             1456
220710077001024 100            1910
220710077001035 50             496
220710077001035 100            652
220710077001097 100            45
220710077002003 10             341
220710077002003 25             341
220710077002003 50             516
220710077002003 100            545
220710077002024 50             281
220710077002024 100            369
220710077002031 50             879
220710077002031 100            1343
220710077002032 10             153
220710077002032 25             153
220710077002032 50             257
220710077002032 100            290
220710077002034 10             365
220710077002034 25             365
220710077002034 50             615
220710077002034 100            660
220710077002036 10             64
220710077002036 25             64
220710077002036 50             120
220710077002036 100            145
220710077002038 50             2335
220710077002038 100            3450
220710077002041 50             549
220710077002041 100            934
220710077002042 50             727
220710077002042 100            1048
220710077002043 50             183
220710077002043 100            232
220710077002044 50             432
220710077002044 100            621
220710077002045 50             62
220710077002045 100            99
220710077002047 10             143
220710077002047 25             143
220710077002047 50             259
220710077002047 100            329
220710077002048 10             279
220710077002048 25             279
220710077002048 50             378
220710077002048 100            448
220710077002051 10             8
220710077002051 25             8
220710077002051 50             42
220710077002051 100            52
220710077002052 50             119
220710077002052 100            133
220710077002054 50             11
220710077002054 100            17
220710077002058 50             20
220710077002058 100            25
220710077002060 50             521
220710077002060 100            740
220710077002065 50             126
220710077002065 100            191
220710078001000 10             140
220710078001000 25             140
220710078001000 50             178
220710078001000 100            201
220710078001002 10             616
220710078001002 25             616
220710078001002 50             900
220710078001002 100            972
220710078001005 10             251
220710078001005 25             251
220710078001005 50             549
220710078001005 100            589
220710078001008 10             890
220710078001008 25             890
220710078001008 50             1140
220710078001008 100            1194
220710078001010 10             732
220710078001010 25             732
220710078001010 50             1200
220710078001010 100            1341
220710078001011 10             248
220710078001011 25             248
220710078001011 50             322
220710078001011 100            347
220710078001012 10             620
220710078001012 25             620
220710078001012 50             1093
220710078001012 100            1149
220710078001014 10             219
220710078001014 25             219
220710078001014 50             391
220710078001014 100            423
220710078001017 10             314
220710078001017 25             314
220710078001017 50             759
220710078001017 100            814
220710078001018 10             113
220710078001018 25             113
220710078001018 50             365
220710078001018 100            438
220710078001019 10             124
220710078001019 25             124
220710078001019 50             576
220710078001019 100            691
220710078001022 10             106
220710078001022 25             106
220710078001022 50             482
220710078001022 100            588
220710078001023 50             207
220710078001023 100            263
220710078001025 10             230
220710078001025 25             230
220710078001025 50             394
220710078001025 100            429
220710078001026 10             294
220710078001026 25             294
220710078001026 50             459
220710078001026 100            506
220710082001002 10             1510
220710082001002 25             1510
220710082001002 50             1960
220710082001002 100            2204
220710082001004 10             698
220710082001004 25             698
220710082001004 50             1029
220710082001004 100            1115
220710082001005 10             449
220710082001005 25             449
220710082001005 50             599
220710082001005 100            672
220710082001007 10             381
220710082001007 25             381
220710082001007 50             527
220710082001007 100            598
220710082002000 10             141
220710082002000 25             141
220710082002000 50             232
220710082002000 100            261
220710082002002 10             280
220710082002002 25             280
220710082002002 50             360
220710082002002 100            398
220710082002004 10             279
220710082002004 25             279
220710082002004 50             493
220710082002004 100            570
220710082002007 10             328
220710082002007 25             328
220710082002007 50             464
220710082002007 100            517
220710082002010 10             92
220710082002010 25             92
220710082002010 50             155
220710082002010 100            170
220710082002012 10             238
220710082002012 25             238
220710082002012 50             503
220710082002012 100            562
220710082002013 10             353
220710082002013 25             353
220710082002013 50             473
220710082002013 100            546
220710082002016 10             136
220710082002016 25             136
220710082002016 50             344
220710082002016 100            385
220710083001001 10             152
220710083001001 25             152
220710083001001 50             213
220710083001001 100            227
220710083001002 10             575
220710083001002 25             575
220710083001002 50             906
220710083001002 100            952
220710083001004 10             215
220710083001004 25             215
220710083001004 50             454
220710083001004 100            498
220710083001008 10             206
220710083001008 25             206
220710083001008 50             357
220710083001008 100            395
220710083001009 10             137
220710083001009 25             137
220710083001009 50             305
220710083001009 100            337
220710083001010 10             142
220710083001010 25             142
220710083001010 50             216
220710083001010 100            234
220710083001013 10             287
220710083001013 25             287
220710083001013 50             543
220710083001013 100            611
220710083001017 10             162
220710083001017 25             162
220710083001017 50             498
220710083001017 100            578
220710083002003 10             16
220710083002003 25             16
220710083002003 50             81
220710083002003 100            91
220710083002004 10             191
220710083002004 25             191
220710083002004 50             667
220710083002004 100            725
220710083002005 10             217
220710083002005 25             217
220710083002005 50             563
220710083002005 100            608
220710083002008 10             108
220710083002008 25             108
220710083002008 50             475
220710083002008 100            583
220710083002010 10             57
220710083002010 25             57
220710083002010 50             414
220710083002010 100            518
220710084001002 10             264
220710084001002 25             264
220710084001002 50             394
220710084001002 100            443
220710084001003 10             211
220710084001003 25             211
220710084001003 50             257
220710084001003 100            287
220710084001004 10             30
220710084001004 25             30
220710084001004 50             46
220710084001004 100            49
220710084001008 10             1172
220710084001008 25             1172
220710084001008 50             1722
220710084001008 100            1996
220710084001011 10             186
220710084001011 25             186
220710084001011 50             246
220710084001011 100            257
220710084001012 10             458
220710084001012 25             458
220710084001012 50             595
220710084001012 100            619
220710084002000 10             208
220710084002000 25             208
220710084002000 50             258
220710084002000 100            267
220710084002001 10             310
220710084002001 25             310
220710084002001 50             358
220710084002001 100            367
220710084002004 10             431
220710084002004 25             431
220710084002004 50             583
220710084002004 100            606
220710084002005 10             351
220710084002005 25             351
220710084002005 50             531
220710084002005 100            616
220710084002006 10             1186
220710084002006 25             1186
220710084002006 50             1530
220710084002006 100            1691
220710084002009 10             164
220710084002009 25             164
220710084002009 50             424
220710084002009 100            471
220710085001000 10             303
220710085001000 25             303
220710085001000 50             332
220710085001000 100            385
220710085001001 10             439
220710085001001 25             439
220710085001001 50             475
220710085001005 10             577
220710085001005 25             577
220710085001005 50             648
220710085001005 100            675
220710085001007 10             639
220710085001007 25             639
220710085001007 50             756
220710085001007 100            785
220710085001009 10             402
220710085001009 25             402
220710085001009 50             500
220710085001009 100            513
220710085001012 10             771
220710085001012 25             771
220710085001012 50             871
220710085001012 100            953
220710085002000 10             469
220710085002000 25             469
220710085002001 10             535
220710085002001 25             535
220710085002001 50             653
220710085002001 100            671
220710085002005 10             126
220710085002005 25             126
220710085002005 50             159
220710085002005 100            166
220710085002006 10             778
220710085002006 25             778
220710085002006 50             945
220710085002006 100            976
220710085002009 10             580
220710085002009 25             580
220710085002009 50             645
220710085002009 100            681
220710085002010 10             533
220710085002010 25             533
220710085002010 50             605
220710085002010 100            631
220710085002015 10             225
220710085002015 25             225
220710085002015 50             248
220710085002015 100            266
220710085002017 10             270
220710085002017 25             270
220710085002017 50             316
220710085002017 100            324
220710086001002 10             584
220710086001002 25             584
220710086001002 50             608
220710086001002 100            624
220710086001002 500            657
220710086001007 10             142
220710086001007 25             142
220710086001007 50             172
220710086001007 100            178
220710086001008 10             187
220710086001008 25             187
220710086001008 50             188
220710086001008 100            190
220710086001010 10             365
220710086001010 25             365
220710086001010 50             370
220710086001010 100            373
220710086001011 10             195
220710086001011 25             195
220710086001011 50             197
220710086001011 100            200
220710086001015 10             468
220710086001015 25             468
220710086001015 50             550
220710086001015 100            580
220710086001016 10             36
220710086001016 25             36
220710086001016 50             44
220710086001016 100            46
220710086001019 10             480
220710086001019 25             480
220710086001019 50             491
220710086001019 100            494
220710086001020 10             166
220710086001020 25             166
220710086001020 50             175
220710086001020 100            178
220710086001027 10             1403
220710086001027 25             1403
220710086001027 50             1496
220710086001027 100            1523
220710086002002 10             364
220710086002002 25             364
220710086002002 50             380
220710086002002 100            402
220710086002004 10             460
220710086002004 25             460
220710086002004 50             475
220710086002004 100            514
220710086002007 10             304
220710086002007 25             304
220710086002007 50             386
220710086002007 100            442
220710086002009 10             373
220710086002009 25             373
220710086002009 50             406
220710086002009 100            422
220710086002011 10             496
220710086002011 25             496
220710086002011 50             547
220710086002011 100            562
220710086002013 10             680
220710086002013 25             680
220710086002013 50             739
220710086002013 100            773
220710088001000 10             526
220710088001000 25             526
220710088001000 50             779
220710088001000 100            866
220710088001001 10             168
220710088001001 25             168
220710088001001 50             453
220710088001001 100            517
220710088001003 10             99
220710088001003 25             99
220710088001003 50             326
220710088001003 100            367
220710088001008 10             227
220710088001008 25             227
220710088001008 50             728
220710088001008 100            804
220710088001010 10             163
220710088001010 25             163
220710088001010 50             414
220710088001010 100            471
220710088002002 10             116
220710088002002 25             116
220710088002002 50             302
220710088002002 100            322
220710088002005 10             129
220710088002005 25             129
220710088002005 50             253
220710088002005 100            293
220710088002007 10             245
220710088002007 25             245
220710088002007 50             515
220710088002007 100            551
220710088002008 10             181
220710088002008 25             181
220710088002008 50             341
220710088002008 100            372
220710088002009 10             622
220710088002009 25             622
220710088002009 50             1140
220710088002009 100            1248
220710088002010 10             76
220710088002010 25             76
220710088002010 50             286
220710088002010 100            319
220710088002011 10             167
220710088002011 25             167
220710088002011 50             397
220710088002011 100            422
220710088002012 10             38
220710088002012 25             38
220710088002012 50             137
220710088002012 100            237
220710090001000 10             126
220710090001000 25             126
220710090001000 50             358
220710090001000 100            401
220710090001001 10             823
220710090001001 25             823
220710090001001 50             1355
220710090001001 100            1513
220710090001002 10             131
220710090001002 25             131
220710090001002 50             292
220710090001002 100            337
220710090001004 10             232
220710090001004 25             232
220710090001004 50             413
220710090001004 100            439
220710090001006 10             635
220710090001006 25             635
220710090001006 50             1007
220710090001006 100            1079
220710090001009 10             438
220710090001009 25             438
220710090001009 50             613
220710090001009 100            681
220710090001010 10             30
220710090001010 25             30
220710090001010 50             91
220710090001010 100            97
220710090001012 10             106
220710090001012 25             106
220710090001012 50             186
220710090001012 100            201
220710090002000 10             115
220710090002000 25             115
220710090002000 50             250
220710090002000 100            267
220710090002002 10             129
220710090002002 25             129
220710090002002 50             162
220710090002004 10             546
220710090002004 25             546
220710090002004 50             688
220710090002004 100            752
220710090002006 10             79
220710090002006 25             79
220710090002006 50             266
220710090002006 100            302
220710090002008 10             68
220710090002008 25             68
220710090002008 50             176
220710090002008 100            189
220710090002010 10             251
220710090002010 25             251
220710090002010 50             626
220710090002010 100            707
220710090002012 10             286
220710090002012 25             286
220710090002012 50             971
220710090002012 100            1052
220710090002015 10             58
220710090002015 25             58
220710090002015 50             158
220710090002015 100            175
220710090002017 10             239
220710090002017 25             239
220710090002017 50             532
220710090002017 100            581
220710090002018 10             283
220710090002018 25             283
220710090002018 50             561
220710090002018 100            591
220710090003001 10             400
220710090003001 25             400
220710090003001 50             587
220710090003001 100            632
220710090003002 10             340
220710090003002 25             340
220710090003002 50             444
220710090003002 100            464
220710090003005 10             362
220710090003005 25             362
220710090003005 50             607
220710090003005 100            669
220710090003007 10             76
220710090003007 25             76
220710090003007 50             161
220710090003007 100            177
220710090003009 10             65
220710090003009 25             65
220710090003009 50             146
220710090003009 100            156
220710090003012 10             249
220710090003012 25             249
220710090003012 50             426
220710090003012 100            473
220710090003013 10             284
220710090003013 25             284
220710090003013 50             534
220710090003013 100            569
220710090003015 10             291
220710090003015 25             291
220710090003015 50             559
220710090003015 100            627
220710090003017 10             196
220710090003017 25             196
220710090003017 50             297
220710090003017 100            313
220710091001001 10             291
220710091001001 25             291
220710091001001 50             350
220710091001001 100            358
220710091001002 10             766
220710091001002 25             766
220710091001002 50             865
220710091001002 100            884
220710091001005 10             647
220710091001005 25             647
220710091001005 50             809
220710091001005 100            856
220710091001006 10             725
220710091001006 25             725
220710091001006 50             879
220710091001006 100            904
220710091001008 10             504
220710091001008 25             504
220710091001008 50             576
220710091001008 100            588
220710091001009 10             441
220710091001009 25             441
220710091001009 50             534
220710091001009 100            548
220710091001010 10             228
220710091001010 25             228
220710091001010 50             438
220710091001010 100            487
220710091002001 10             575
220710091002001 25             575
220710091002001 50             744
220710091002001 100            778
220710091002002 10             989
220710091002002 25             989
220710091002002 50             1303
220710091002002 100            1428
220710091002010 10             428
220710091002010 25             428
220710091002010 50             570
220710091002010 100            579
220710091003001 10             384
220710091003001 25             384
220710091003001 50             450
220710091003001 100            461
220710091003002 10             351
220710091003002 25             351
220710091003002 50             418
220710091003002 100            426
220710091003004 10             501
220710091003004 25             501
220710091003004 50             606
220710091003004 100            623
220710091003005 10             615
220710091003005 25             615
220710091003005 50             682
220710091003005 100            740
220710091004001 10             199
220710091004001 25             199
220710091004001 50             217
220710091004001 100            219
220710091004004 10             509
220710091004004 25             509
220710091004004 50             604
220710091004004 100            617
220710091004011 10             1148
220710091004011 25             1148
220710091004011 50             1518
220710091004011 100            1682
220710091004013 10             275
220710091004013 25             275
220710091004013 50             346
220710091004013 100            355
220710092001001 10             321
220710092001001 25             321
220710092001001 50             386
220710092001001 100            396
220710092001003 10             362
220710092001003 25             362
220710092001003 50             418
220710092001003 100            443
220710092001005 10             414
220710092001005 25             414
220710092001005 50             451
220710092001005 100            481
220710092002000 10             958
220710092002000 25             958
220710092002000 50             1068
220710092002000 100            1145
220710092002002 10             438
220710092002002 25             438
220710092002002 50             486
220710092002002 100            510
220710092002003 10             364
220710092002003 25             364
220710092002003 50             402
220710092002003 100            431
220710092002004 10             478
220710092002004 25             478
220710092002004 50             547
220710092002004 100            560
220710092002006 10             747
220710092002006 25             747
220710092002006 50             869
220710092002006 100            896
220710092003000 10             845
220710092003000 25             845
220710092003000 50             979
220710092003000 100            1031
220710092003002 10             138
220710092003002 25             138
220710092003002 50             141
220710092003002 100            142
220710092003004 10             368
220710092003004 25             368
220710092003004 50             398
220710092003004 100            404
220710092003007 10             1019
220710092003007 25             1019
220710092003007 50             1053
220710092003007 100            1235
220710092003012 10             307
220710092003012 25             307
220710092003012 50             348
220710092003012 100            370
220710092003014 10             234
220710092003014 25             234
220710092003014 50             261
220710092003014 100            263
220710094001001 10             180
220710094001001 25             180
220710094001001 50             182
220710094001001 100            183
220710094001001 500            187
220710094001003 10             510
220710094001003 25             510
220710094001003 50             578
220710094001003 100            594
220710094001003 500            616
220710094001008 10             566
220710094001008 25             566
220710094001008 50             603
220710094001008 100            614
220710094001008 500            645
220710094001012 10             99
220710094001012 25             99
220710094001012 100            100
220710094001012 50             100
220710094001012 500            102
220710094001014 10             489
220710094001014 25             489
220710094001014 50             500
220710094001014 100            505
220710094001014 500            520
220710094001018 10             47
220710094001018 25             47
220710094001018 50             49
220710094001018 100            53
220710094001018 500            57
220710094001023 10             1172
220710094001023 25             1172
220710094001023 50             1205
220710094001023 100            1220
220710094001023 500            1263
220710094002000 50             608
220710094002000 500            622
220710094002001 10             627
220710094002001 25             627
220710094002001 50             639
220710094002001 100            643
220710094002001 500            655
220710094002003 10             632
220710094002003 25             632
220710094002003 50             655
220710094002003 100            660
220710094002003 500            675
220710094002005 10             475
220710094002005 25             475
220710094002005 50             506
220710094002005 100            523
220710094002005 500            559
220710094002007 10             821
220710094002007 25             821
220710094002007 50             831
220710094002007 100            836
220710094002007 500            850
220710094003000 10             246
220710094003000 25             246
220710094003000 50             249
220710094003000 100            250
220710094003000 500            254
220710094003002 10             397
220710094003002 25             397
220710094003002 50             410
220710094003002 100            414
220710094003002 500            427
220710094003006 10             287
220710094003006 25             287
220710094003006 50             302
220710094003006 100            306
220710094003006 500            316
220710094003008 10             406
220710094003008 25             406
220710094003008 50             424
220710094003008 100            431
220710094004001 10             261
220710094004001 25             261
220710094004001 50             265
220710094004001 100            268
220710094004001 500            274
220710094004004 10             631
220710094004004 25             631
220710094004004 50             650
220710094004004 100            655
220710094004004 500            670
220710094004006 10             438
220710094004006 25             438
220710094004006 50             446
220710094004006 100            448
220710094004006 500            456
220710094004007 10             268
220710094004007 25             268
220710094004007 50             307
220710094004007 100            330
220710094004007 500            359
220710094004008 10             365
220710094004008 25             365
220710094004008 50             378
220710094004008 100            380
220710094004008 500            386
220710094004010 10             21
220710094004010 25             21
220710094004010 100            26
220710094004010 50             26
220710094004010 500            27
220710094004012 10             283
220710094004012 25             283
220710094004012 50             301
220710094004012 100            307
220710094004012 500            319
220710094004013 10             266
220710094004013 25             266
220710094004013 50             274
220710094004013 100            278
220710096001002 10             184
220710096001002 25             184
220710096001002 50             620
220710096001002 100            723
220710096001003 10             131
220710096001003 25             131
220710096001003 50             370
220710096001003 100            416
220710096001005 10             290
220710096001005 25             290
220710096001005 50             583
220710096001005 100            649
220710096001007 10             349
220710096001007 25             349
220710096001007 50             903
220710096001007 100            998
220710096001009 50             333
220710096001009 100            468
220710096001011 10             162
220710096001011 25             162
220710096001011 50             439
220710096001011 100            490
220710096002000 50             306
220710096002000 100            409
220710096002003 100            389
220710096002004 50             193
220710096002004 100            329
220710096002006 50             147
220710096002006 100            195
220710096002007 50             82
220710096002007 100            201
220710096002010 50             153
220710096002010 100            340
220710096003001 10             97
220710096003001 25             97
220710096003001 50             275
220710096003001 100            308
220710096003001 500            342
220710096003002 50             187
220710096003002 100            304
220710096003002 500            423
220710096003004 50             361
220710096003004 100            427
220710096003006 100            220
220710096003007 100            256
220710097001000 10             231
220710097001000 25             231
220710097001000 50             421
220710097001000 100            478
220710097001000 500            548
220710097001002 10             276
220710097001002 25             276
220710097001002 50             532
220710097001002 100            575
220710097001002 500            631
220710097001005 10             306
220710097001005 25             306
220710097001005 50             555
220710097001005 100            660
220710097001005 500            724
220710097001006 10             351
220710097001006 25             351
220710097001006 50             499
220710097001006 100            536
220710097001006 500            600
220710097001010 10             180
220710097001010 25             180
220710097001010 50             440
220710097001010 100            485
220710097001010 500            524
220710097001011 10             65
220710097001011 25             65
220710097001011 50             234
220710097001011 100            393
220710097001011 500            496
220710097001012 10             124
220710097001012 25             124
220710097001012 50             463
220710097001012 100            519
220710097001012 500            593
220710097002001 50             285
220710097002001 100            513
220710097002001 500            746
220710097002002 50             297
220710097002002 100            485
220710097002002 500            685
220710097002003 50             230
220710097002005 50             190
220710097002005 100            267
220710097002005 500            486
220710097002006 50             226
220710097002006 100            411
220710097002006 500            595
220710097002007 50             291
220710097002007 100            449
220710097002007 500            876
220710097002008 50             73
220710097002008 100            155
220710097002008 500            459
220710097002009 100            250
220710097002009 500            457
220710097002013 50             127
220710097002013 100            191
220710097002013 500            339
220710099001000 10             239
220710099001000 25             239
220710099001000 50             373
220710099001000 100            436
220710099001002 10             7071
220710099001002 25             7071
220710099001002 50             7520
220710099001002 100            8547
220710099001004 10             2000
220710099001004 25             2000
220710099001004 50             2108
220710099001004 100            2338
220710099001004 500            2463
220710099001008 10             1492
220710099001008 25             1492
220710099001008 50             1574
220710099001008 100            1821
220710099001008 500            1927
220710099001011 10             1582
220710099001011 25             1582
220710099001011 50             1883
220710099001011 100            1936
220710099001011 500            2286
220710099001012 10             14891
220710099001012 25             14891
220710099001012 50             24404
220710099001012 100            26666
220710099001015 10             683
220710099001015 25             683
220710099001015 50             839
220710099001015 100            937
220710099001020 10             500
220710099001020 25             500
220710099001020 50             645
220710099001020 100            710
220710099001024 10             520
220710099001024 25             520
220710099001024 50             683
220710099001024 100            692
220710099001024 500            786
220710099001027 10             197
220710099001027 25             197
220710099001027 50             288
220710099001027 100            295
220710099001027 500            323
220710099001029 10             93
220710099001029 25             93
220710099001029 50             226
220710099001029 100            248
220710099001031 10             103
220710099001031 25             103
220710099001031 50             171
220710099001031 100            191
220710099001033 10             77
220710099001033 25             77
220710099001033 50             195
220710099001033 100            213
220710099001034 10             285
220710099001034 25             285
220710099001034 50             551
220710099001034 100            652
220710099001036 10             228
220710099001036 25             228
220710099001036 50             390
220710099001036 100            418
220710099001039 10             178
220710099001039 25             178
220710099001039 50             324
220710099001039 100            355
220710099001040 10             359
220710099001040 25             359
220710099001040 50             515
220710099001040 100            548
220710099001040 500            611
220710099002008 10             256
220710099002008 25             256
220710099002008 50             437
220710099002008 100            478
220710099002008 500            515
220710099002009 10             511
220710099002009 25             511
220710099002009 50             856
220710099002009 100            886
220710099002009 500            1011
220710099002010 10             249
220710099002010 25             249
220710099002010 50             399
220710099002010 100            425
220710099002010 500            472
220710099002011 10             307
220710099002011 25             307
220710099002011 50             389
220710099002011 100            410
220710099002011 500            419
220710099002013 10             356
220710099002013 25             356
220710099002013 50             499
220710099002013 100            510
220710099002013 500            554
220710099002016 10             86
220710099002016 25             86
220710099002016 50             217
220710099002016 100            238
220710099002016 500            263
220710099002017 10             239
220710099002017 25             239
220710099002017 50             482
220710099002017 100            548
220710099002017 500            598
220710099002018 10             131
220710099002018 25             131
220710099002018 50             385
220710099002018 100            428
220710099002018 500            487
220710099002020 10             80
220710099002020 25             80
220710099002020 50             118
220710099002020 100            149
220710099002020 500            157
220710099002021 10             460
220710099002021 25             460
220710099002021 50             793
220710099002021 100            994
220710099002021 500            1048
220710099002023 10             76
220710099002023 25             76
220710099002023 50             220
220710099002023 100            318
220710099002023 500            372
220710099002024 10             220
220710099002024 25             220
220710099002024 50             413
220710099002024 100            523
220710099002024 500            576
220710099002027 10             439
220710099002027 25             439
220710099002027 50             664
220710099002027 100            685
220710099002027 500            757
220710099003002 10             347
220710099003002 25             347
220710099003002 50             429
220710099003002 100            458
220710099003002 500            480
220710099003003 10             556
220710099003003 25             556
220710099003003 50             809
220710099003003 100            833
220710099003003 500            913
220710099003004 10             113
220710099003004 25             113
220710099003004 50             177
220710099003004 100            192
220710099003004 500            214
220710099003005 10             486
220710099003005 25             486
220710099003005 50             542
220710099003005 100            591
220710099003005 500            616
220710099003011 10             1413
220710099003011 25             1413
220710099003011 50             2473
220710099003011 100            2594
220710099003011 500            3104
220710099003013 10             505
220710099003013 25             505
220710099003013 100            671
220710099003013 500            699
220710099003014 10             1106
220710099003014 25             1106
220710099003014 50             1389
220710099003014 100            1525
220710099003014 500            1602
220710099003015 10             396
220710099003015 25             396
220710099003015 50             490
220710099003015 100            532
220710099003015 500            556
220710099003016 10             853
220710099003016 25             853
220710099003016 50             1029
220710099003016 100            1121
220710099003016 500            1181
220710100001000 10             800
220710100001000 25             800
220710100001000 50             828
220710100001000 100            857
220710100001000 500            871
220710100001002 10             574
220710100001002 25             574
220710100001002 50             592
220710100001002 100            600
220710100001002 500            608
220710100001005 10             532
220710100001005 25             532
220710100001005 50             541
220710100001005 100            542
220710100001005 500            548
220710100001007 10             586
220710100001007 25             586
